ortholog	carb	flav	macro
o2246	TR7115-c0_g1_i1	TR24557-c0_g1_i1	Matched_to_other_by_FastOrtho
o2247	TR60280-c0_g1_i1	TR20907-c0_g1_i1	TR44297-c0_g1_i1
o2248	TR4901-c0_g2_i1	TR27410-c0_g1_i3	TR23025-c1_g1_i2
o2249	TR36554-c0_g1_i1	TR15011-c0_g1_i2	Matched_to_other_by_FastOrtho
o2250	TR23247-c0_g1_i1	TR27410-c0_g7_i1	TR23025-c2_g6_i1
o2251	TR23247-c2_g2_i1	TR27410-c0_g4_i2	TR23025-c2_g3_i1
o2252	TR45272-c0_g2_i1	Matched_to_other_by_FastOrtho	TR22981-c0_g1_i1
o2253	TR29646-c0_g1_i2	TR44812-c0_g1_i1	TR22960-c0_g1_i3
o2254	TR46730-c0_g2_i1	Matched_to_other_by_FastOrtho	TR22986-c0_g1_i1
o2255	TR14920-c3_g2_i1	TR1993-c4_g1_i3	TR22984-c2_g9_i3
o2256	TR23727-c0_g1_i1	TR44328-c0_g1_i1	TR25696-c3_g1_i1
o2257	TR29762-c2_g8_i2	TR32778-c3_g1_i1	TR23038-c2_g5_i1
o2258	TR58761-c0_g5_i1	TR17763-c1_g1_i1	TR23029-c0_g1_i1
o2259	Matched_to_other_by_FastOrtho	TR10668-c1_g2_i1	TR25706-c5_g1_i1
o2260	TR15053-c1_g1_i2	TR28370-c5_g1_i2	TR25706-c4_g2_i1
o2261	TR28845-c0_g6_i2	TR25321-c0_g3_i2	TR25696-c0_g2_i1
o2262	TR43800-c1_g2_i3	Matched_to_other_by_FastOrtho	TR40211-c1_g1_i1
o2263	TR50771-c2_g4_i1	TR21048-c0_g2_i1	TR40212-c0_g2_i1
o2264	TR52216-c0_g3_i1	TR21552-c0_g6_i1	TR8481-c1_g6_i2
o2265	TR8603-c1_g1_i1	TR43573-c0_g1_i2	TR43731-c1_g1_i1
o2266	TR27762-c1_g1_i1	TR12727-c0_g1_i1	TR8969-c0_g1_i1
o2267	TR31103-c0_g2_i3	TR5979-c0_g1_i1	TR4373-c2_g1_i1
o2268	TR49554-c1_g3_i1	TR34056-c0_g1_i1	TR43739-c4_g3_i3
o2269	TR37669-c0_g2_i1	TR21825-c0_g2_i2	TR24579-c1_g1_i1
o2270	TR52471-c0_g1_i1	TR7045-c0_g1_i1	Matched_to_other_by_FastOrtho
o2271	TR4540-c4_g4_i5	TR31485-c0_g2_i1	TR24567-c1_g4_i1
o2272	TR18598-c0_g1_i2	TR46860-c1_g1_i1	TR2455-c0_g2_i1
o2273	TR60697-c1_g1_i1	TR17109-c0_g6_i1	Matched_to_other_by_FastOrtho
o2274	TR39125-c0_g1_i1	TR46386-c0_g1_i1	TR24602-c0_g1_i1
o2275	TR57056-c0_g1_i2	TR21727-c0_g1_i1	TR24601-c0_g1_i1
o2276	TR11339-c3_g33_i1	TR18953-c1_g2_i1	TR24598-c2_g54_i1
o2277	TR25162-c0_g1_i1	TR38775-c0_g1_i1	Matched_to_other_by_FastOrtho
o2278	TR17982-c0_g1_i3	TR26371-c0_g4_i1	TR24627-c0_g1_i2
o2279	TR52842-c0_g2_i1	TR46630-c0_g1_i1	TR24611-c0_g2_i1
o2280	TR61277-c2_g8_i1	Matched_to_other_by_FastOrtho	TR44443-c0_g1_i1
o2281	TR13398-c1_g1_i1	Matched_to_other_by_FastOrtho	TR40288-c0_g1_i1
o2282	TR29528-c1_g1_i1	TR5654-c0_g1_i1	TR36800-c0_g1_i2
o2283	TR55057-c0_g1_i1	TR31823-c0_g1_i1	TR10162-c0_g1_i3
o2284	TR34112-c1_g3_i1	TR176-c2_g2_i3	TR10138-c1_g2_i2
o2285	TR40854-c0_g8_i3	TR16691-c0_g3_i2	TR10111-c0_g1_i1
o2286	TR25362-c1_g8_i1	TR23505-c0_g1_i1	TR1011-c0_g1_i1
o2287	TR27733-c0_g1_i1	TR15423-c0_g1_i1	TR10109-c1_g1_i1
o2288	TR52497-c0_g2_i2	Matched_to_other_by_FastOrtho	TR10106-c0_g2_i1
o2289	TR40776-c0_g2_i1	TR12394-c1_g1_i2	TR10084-c0_g2_i1
o2290	TR54028-c0_g1_i1	TR49502-c1_g2_i1	TR28522-c0_g1_i1
o2291	TR53687-c1_g1_i1	TR30241-c0_g1_i1	TR10184-c1_g1_i1
o2292	TR53687-c0_g1_i1	TR30241-c0_g2_i1	TR10184-c0_g1_i1
o2293	TR22425-c0_g3_i1	TR37771-c0_g1_i1	TR9883-c1_g2_i2
o2294	TR55675-c1_g2_i2	TR45720-c0_g2_i1	TR9888-c1_g6_i1
o2295	TR27814-c2_g2_i1	TR37774-c0_g2_i1	TR9950-c2_g1_i1
o2296	TR6561-c0_g1_i3	TR36299-c0_g3_i1	TR45928-c0_g1_i1
o2297	TR8847-c3_g2_i1	TR1635-c1_g1_i2	TR25636-c2_g2_i3
o2298	TR31439-c0_g1_i3	TR48851-c0_g4_i3	TR40877-c4_g2_i1
o2299	TR8963-c0_g1_i1	Matched_to_other_by_FastOrtho	TR44307-c0_g1_i1
o2300	TR44091-c0_g1_i2	TR22308-c0_g2_i4	TR40880-c0_g2_i1
o2301	TR14541-c10_g5_i2	TR20505-c4_g5_i1	TR4090-c6_g6_i2
o2302	TR19619-c0_g6_i1	TR45145-c1_g6_i1	TR6913-c1_g1_i1
o2303	TR54398-c0_g2_i1	TR27906-c0_g1_i2	TR43549-c0_g1_i1
o2304	Matched_to_other_by_FastOrtho	TR5832-c0_g2_i1	TR34219-c0_g2_i1
o2305	TR17148-c1_g1_i1	TR16584-c0_g1_i1	TR34176-c3_g1_i1
o2306	TR53919-c0_g1_i3	TR23713-c0_g1_i1	TR34176-c1_g5_i1
o2307	TR17148-c0_g1_i1	TR16584-c0_g3_i1	TR34176-c1_g3_i1
o2308	TR53919-c1_g1_i1	TR13623-c0_g1_i1	TR34176-c1_g2_i1
o2309	TR14529-c0_g2_i1	TR33036-c0_g4_i2	TR34204-c0_g1_i1
o2310	TR26316-c1_g2_i1	TR4753-c0_g1_i1	TR34201-c0_g1_i1
o2311	TR22298-c0_g2_i1	Matched_to_other_by_FastOrtho	TR34199-c0_g1_i1
o2312	TR61769-c11_g5_i2	TR44941-c0_g1_i1	Matched_to_other_by_FastOrtho
o2313	TR59402-c1_g2_i1	TR41800-c0_g2_i1	TR40875-c0_g3_i1
o2314	TR31072-c0_g2_i1	TR23195-c0_g1_i2	TR40876-c0_g4_i1
o2315	TR56898-c0_g3_i4	TR36585-c0_g1_i2	TR30856-c0_g1_i2
o2316	TR58477-c1_g7_i1	TR18578-c0_g2_i1	TR3085-c1_g4_i1
o2317	Matched_to_other_by_FastOrtho	TR47800-c0_g3_i1	TR30848-c0_g1_i1
o2318	TR40849-c1_g1_i2	TR22019-c0_g2_i1	TR30834-c1_g3_i1
o2319	TR14991-c0_g1_i1	TR36764-c0_g1_i1	TR30821-c0_g1_i1
o2320	TR736-c4_g2_i2	TR5488-c0_g1_i1	TR30788-c0_g1_i1
o2321	TR14787-c1_g1_i1	TR10694-c1_g3_i1	TR30783-c0_g1_i1
o2322	TR10574-c0_g4_i1	TR35527-c0_g3_i2	TR30751-c0_g1_i1
o2323	TR48658-c0_g2_i1	TR45402-c0_g1_i1	Matched_to_other_by_FastOrtho
o2324	TR54229-c0_g1_i1	TR50572-c0_g2_i1	TR43098-c0_g2_i1
o2325	TR18289-c0_g2_i1	TR30195-c0_g2_i1	TR32635-c0_g1_i1
o2326	TR59062-c0_g2_i1	TR50219-c1_g2_i1	TR32603-c0_g7_i1
o2327	TR7510-c1_g1_i1	TR19258-c0_g1_i1	TR36946-c0_g1_i1
o2328	TR35302-c1_g4_i1	Matched_to_other_by_FastOrtho	TR36943-c0_g4_i1
o2329	TR47183-c0_g6_i1	TR48318-c0_g2_i1	TR32577-c2_g10_i2
o2330	TR40404-c0_g1_i1	TR23583-c0_g1_i1	TR32573-c0_g1_i1
o2331	TR28773-c0_g1_i1	TR32120-c0_g1_i1	TR32596-c0_g1_i1
o2332	TR2490-c0_g1_i1	TR3196-c0_g1_i1	TR32579-c0_g2_i1
o2333	TR11765-c1_g2_i3	TR44407-c0_g4_i1	TR32536-c1_g2_i1
o2334	TR11765-c1_g2_i2	TR44407-c0_g3_i1	TR32536-c1_g1_i1
o2335	TR38457-c1_g2_i2	TR48929-c0_g3_i1	TR32540-c1_g1_i2
o2336	TR11765-c2_g1_i2	TR44407-c0_g1_i3	TR32536-c2_g8_i1
o2337	TR59525-c0_g2_i1	TR29684-c0_g2_i1	TR30585-c2_g2_i3
o2338	TR57981-c2_g1_i1	TR34119-c0_g1_i1	TR30590-c0_g2_i1
o2339	TR36266-c0_g8_i1	TR5901-c0_g3_i1	TR30585-c4_g1_i1
o2340	TR32835-c1_g4_i2	TR8780-c0_g5_i1	TR30472-c1_g1_i2
o2341	TR56135-c0_g6_i1	TR42859-c0_g4_i1	TR30470-c1_g7_i1
o2342	TR7080-c0_g2_i1	Matched_to_other_by_FastOrtho	TR30494-c1_g1_i1
o2343	TR36267-c0_g1_i1	TR14672-c1_g1_i1	TR30490-c0_g1_i1
o2344	TR51135-c0_g1_i2	Matched_to_other_by_FastOrtho	TR39990-c0_g5_i1
o2345	TR61678-c0_g2_i1	TR2418-c0_g2_i1	TR40457-c0_g1_i1
o2346	TR49259-c0_g1_i1	Matched_to_other_by_FastOrtho	TR40467-c1_g1_i1
o2347	TR6752-c0_g4_i1	TR10363-c1_g2_i1	TR30593-c0_g2_i2
o2348	TR49647-c0_g1_i1	TR15525-c0_g3_i1	TR4042-c0_g1_i1
o2349	TR39705-c0_g4_i2	TR33438-c0_g1_i2	TR40432-c0_g4_i2
o2350	Matched_to_other_by_FastOrtho	TR47836-c0_g2_i1	TR38664-c0_g1_i1
o2351	TR35605-c1_g1_i1	TR1352-c0_g1_i1	TR37299-c2_g1_i1
o2352	TR26119-c0_g1_i1	Matched_to_other_by_FastOrtho	TR3865-c0_g2_i1
o2353	TR2307-c0_g2_i2	TR17720-c0_g1_i1	TR37897-c2_g3_i1
o2354	TR28687-c0_g1_i1	TR4280-c0_g1_i1	TR38638-c0_g3_i1
o2355	TR14748-c1_g7_i1	TR23137-c1_g1_i1	TR38635-c3_g8_i1
o2356	TR24993-c0_g6_i2	TR37466-c0_g2_i3	TR38624-c2_g3_i1
o2357	TR17630-c0_g2_i2	TR47382-c0_g2_i1	TR38624-c0_g2_i2
o2358	TR15754-c1_g3_i2	TR19691-c0_g1_i1	TR37981-c0_g1_i1
o2359	TR27463-c0_g7_i1	TR25818-c0_g3_i1	TR8675-c0_g4_i1
o2360	TR45277-c0_g5_i1	TR30108-c1_g2_i2	TR38724-c1_g1_i1
o2361	TR1961-c0_g4_i1	TR38356-c0_g3_i1	TR37688-c0_g1_i1
o2362	TR38661-c1_g2_i1	TR49439-c0_g1_i1	TR44273-c0_g1_i2
o2363	TR13440-c0_g2_i2	TR31297-c0_g1_i1	TR28064-c4_g3_i1
o2364	TR14144-c0_g4_i1	TR16751-c0_g1_i1	TR44258-c1_g4_i2
o2365	TR8065-c0_g1_i1	Matched_to_other_by_FastOrtho	TR44262-c1_g1_i1
o2366	TR46492-c0_g1_i1	TR47529-c0_g1_i1	TR44320-c0_g2_i1
o2367	TR12735-c4_g11_i1	TR11581-c0_g1_i1	Matched_to_other_by_FastOrtho
o2368	TR36462-c0_g1_i1	TR34809-c0_g1_i1	TR8647-c0_g2_i1
o2369	TR20001-c0_g1_i2	TR25089-c0_g1_i1	TR37953-c0_g3_i1
o2370	TR56526-c0_g1_i1	TR43916-c0_g5_i1	TR28047-c1_g3_i1
o2371	TR30776-c0_g3_i1	TR35771-c0_g2_i1	TR8664-c1_g1_i1
o2372	TR31436-c0_g3_i1	TR5474-c0_g4_i1	TR28040-c0_g2_i1
o2373	TR12849-c0_g2_i1	TR43736-c0_g1_i1	TR8633-c0_g2_i1
o2374	TR36816-c4_g3_i2	TR39074-c5_g5_i8	TR5415-c11_g3_i2
o2375	TR36204-c0_g1_i1	TR8314-c0_g1_i1	TR39029-c1_g1_i1
o2376	TR19062-c1_g2_i1	TR24051-c0_g1_i2	TR78-c0_g1_i3
o2377	TR14641-c0_g1_i1	TR23855-c0_g2_i2	TR45746-c0_g2_i1
o2378	TR35185-c0_g1_i1	TR8934-c0_g3_i2	TR38000-c0_g2_i1
o2379	TR56544-c1_g1_i1	TR33938-c1_g2_i1	TR7745-c1_g1_i1
o2380	TR43591-c0_g1_i1	TR14516-c0_g1_i1	TR27992-c0_g1_i1
o2381	TR54822-c1_g2_i3	TR14129-c1_g4_i1	TR7787-c0_g1_i1
o2382	TR61557-c7_g1_i1	Matched_to_other_by_FastOrtho	TR7792-c4_g1_i8
o2383	TR38714-c4_g14_i1	TR14764-c0_g1_i2	TR4570-c6_g4_i1
o2384	TR47995-c3_g2_i5	TR10471-c0_g2_i1	TR45712-c0_g10_i1
o2385	TR22481-c0_g1_i1	TR48595-c0_g2_i2	TR45695-c0_g3_i2
o2386	TR47967-c0_g5_i1	TR6839-c0_g2_i1	TR27989-c0_g1_i1
o2387	TR25124-c0_g4_i2	Matched_to_other_by_FastOrtho	TR45723-c0_g4_i1
o2388	TR36010-c1_g2_i1	TR29801-c0_g1_i1	TR45744-c0_g1_i1
o2389	TR9728-c0_g6_i1	Matched_to_other_by_FastOrtho	TR45719-c0_g1_i2
o2390	TR47897-c0_g2_i1	Matched_to_other_by_FastOrtho	TR45721-c0_g3_i1
o2391	TR60668-c0_g1_i1	Matched_to_other_by_FastOrtho	TR46555-c0_g2_i1
o2392	TR38083-c0_g3_i1	TR1155-c0_g1_i1	TR38008-c0_g1_i1
o2393	TR27773-c3_g1_i1	TR25446-c0_g1_i1	TR12832-c4_g1_i7
o2394	TR12755-c1_g1_i2	TR16803-c0_g1_i1	TR12834-c0_g6_i1
o2395	TR40413-c0_g2_i2	TR23911-c0_g1_i2	TR12748-c1_g2_i3
o2396	TR865-c0_g1_i1	TR23669-c0_g2_i2	TR12759-c0_g1_i1
o2397	TR28395-c1_g6_i5	TR5083-c1_g4_i1	TR12747-c0_g1_i1
o2398	TR28395-c1_g3_i1	TR5083-c1_g5_i1	TR12747-c0_g4_i1
o2399	TR58168-c0_g2_i1	TR32634-c0_g1_i1	TR12826-c1_g2_i1
o2400	TR59397-c1_g1_i1	Matched_to_other_by_FastOrtho	TR12832-c10_g1_i1
o2401	TR30674-c0_g1_i1	TR1337-c0_g1_i1	TR12776-c0_g1_i1
o2402	TR52010-c1_g2_i2	TR12346-c0_g1_i3	TR12793-c0_g3_i1
o2403	TR49307-c0_g1_i2	TR34261-c2_g17_i1	TR36644-c0_g1_i1
o2404	TR35081-c0_g2_i1	TR26380-c0_g1_i1	TR14456-c0_g1_i1
o2405	TR6357-c1_g6_i1	TR22359-c2_g2_i2	TR36639-c1_g2_i1
o2406	TR49711-c0_g16_i2	TR37437-c3_g2_i1	TR36637-c2_g11_i2
o2407	TR50987-c0_g1_i1	TR15023-c0_g1_i1	TR36637-c1_g1_i1
o2408	TR16659-c0_g2_i1	TR15021-c0_g1_i1	TR36591-c1_g3_i1
o2409	TR59251-c1_g1_i3	Matched_to_other_by_FastOrtho	TR36574-c0_g1_i2
o2410	TR27901-c0_g1_i1	TR41813-c0_g2_i1	TR14498-c0_g1_i1
o2411	TR27334-c0_g1_i1	TR28564-c0_g1_i1	TR42097-c0_g2_i1
o2412	TR20870-c0_g3_i3	TR36522-c0_g4_i2	TR42106-c0_g1_i1
o2413	TR25611-c0_g4_i1	TR5592-c0_g4_i1	TR4212-c1_g1_i1
o2414	TR17652-c0_g2_i1	TR37773-c3_g1_i1	TR42137-c1_g2_i1
o2415	TR4712-c1_g3_i1	TR25517-c0_g2_i1	Matched_to_other_by_FastOrtho
o2416	TR57995-c1_g1_i1	TR40500-c0_g2_i1	TR36668-c0_g1_i1
o2417	TR13676-c0_g1_i1	TR13919-c0_g2_i1	TR36667-c0_g3_i2
o2418	TR39258-c0_g1_i1	TR41942-c0_g1_i1	TR40720-c0_g1_i1
o2419	TR18881-c0_g1_i1	TR18461-c0_g1_i1	TR40721-c0_g1_i1
o2420	TR27991-c0_g2_i1	TR37248-c0_g1_i1	TR40707-c0_g1_i1
o2421	TR32779-c0_g1_i1	TR15363-c10_g8_i1	TR14451-c2_g3_i1
o2422	TR54777-c1_g4_i1	TR6313-c0_g3_i1	TR18392-c0_g1_i2
o2423	TR59446-c0_g2_i3	TR44870-c0_g1_i2	TR18397-c0_g2_i1
o2424	TR58151-c0_g1_i1	TR17437-c0_g1_i1	TR40696-c3_g3_i1
o2425	TR28242-c1_g5_i7	TR11178-c0_g1_i1	TR40697-c0_g7_i1
o2426	TR56884-c3_g1_i1	TR50241-c2_g1_i1	TR18349-c0_g2_i3
o2427	TR18426-c0_g1_i1	TR38882-c0_g1_i1	TR18369-c0_g1_i1
o2428	TR39028-c0_g1_i1	TR11982-c0_g4_i1	TR18381-c0_g2_i1
o2429	TR54777-c1_g7_i1	TR6313-c0_g7_i1	TR18392-c0_g1_i1
o2430	TR3634-c2_g1_i1	TR50963-c1_g1_i3	TR1828-c0_g1_i1
o2431	TR48877-c0_g2_i1	TR4788-c0_g1_i1	TR18341-c2_g1_i1
o2432	TR16044-c0_g1_i1	TR40451-c13_g2_i1	TR11708-c0_g1_i1
o2433	TR13992-c1_g1_i1	TR14119-c0_g1_i1	TR11709-c2_g2_i1
o2434	Matched_to_other_by_FastOrtho	TR17363-c0_g4_i1	TR11716-c1_g1_i2
o2435	TR24049-c0_g1_i2	Matched_to_other_by_FastOrtho	TR11722-c4_g1_i1
o2436	TR30366-c0_g1_i1	TR29776-c0_g1_i2	TR11727-c1_g3_i1
o2437	TR60365-c0_g2_i1	TR35517-c0_g1_i1	TR14402-c0_g1_i1
o2438	TR1406-c0_g4_i1	TR49056-c0_g2_i1	TR11742-c0_g1_i1
o2439	TR40730-c1_g1_i1	TR357-c0_g3_i4	TR11759-c10_g1_i1
o2440	TR45104-c1_g2_i1	TR18002-c0_g1_i3	TR11763-c0_g3_i1
o2441	Matched_to_other_by_FastOrtho	TR18408-c0_g1_i1	TR14410-c0_g2_i1
o2442	TR39013-c0_g1_i1	TR8872-c0_g1_i1	TR42531-c0_g1_i2
o2443	TR2918-c0_g2_i1	TR33889-c0_g1_i1	TR42532-c0_g4_i1
o2444	TR25057-c0_g1_i2	Matched_to_other_by_FastOrtho	TR14594-c0_g1_i1
o2445	Matched_to_other_by_FastOrtho	TR12858-c0_g3_i1	TR1461-c0_g2_i1
o2446	TR1185-c0_g3_i2	TR24935-c0_g2_i1	Matched_to_other_by_FastOrtho
o2447	TR2611-c0_g2_i1	TR15520-c0_g3_i2	TR14628-c0_g4_i2
o2448	TR21147-c0_g1_i1	TR23735-c0_g1_i1	TR14628-c1_g2_i1
o2449	TR5496-c0_g8_i1	TR7254-c0_g1_i1	TR14646-c0_g1_i1
o2450	TR45746-c5_g1_i3	TR17145-c4_g2_i1	TR14658-c7_g5_i1
o2451	TR12896-c0_g1_i2	TR16309-c0_g2_i1	TR14664-c1_g1_i1
o2452	TR17864-c0_g2_i1	Matched_to_other_by_FastOrtho	TR14711-c0_g1_i1
o2453	TR37896-c0_g2_i2	TR43120-c0_g1_i1	TR1472-c0_g1_i4
o2454	TR23881-c0_g1_i2	TR26370-c1_g2_i1	TR9972-c2_g1_i1
o2455	TR40011-c0_g4_i1	TR36881-c0_g3_i2	TR7476-c1_g1_i1
o2456	TR19814-c0_g2_i2	TR13566-c0_g1_i1	TR35757-c2_g2_i1
o2457	TR391-c1_g1_i1	TR5413-c1_g1_i1	TR19880-c0_g7_i1
o2458	TR58944-c0_g1_i1	TR32287-c0_g2_i1	TR19880-c0_g9_i1
o2459	TR5799-c0_g1_i1	TR9347-c0_g1_i1	TR19827-c0_g1_i1
o2460	TR59944-c0_g2_i1	TR38012-c0_g1_i2	TR19836-c0_g2_i1
o2461	TR4504-c2_g7_i1	TR13952-c3_g4_i1	TR19852-c4_g2_i1
o2462	TR47051-c0_g1_i1	TR3290-c1_g3_i1	TR19854-c0_g1_i1
o2463	TR13760-c9_g1_i1	TR21063-c0_g9_i1	TR1987-c1_g2_i1
o2464	TR48543-c0_g2_i1	Matched_to_other_by_FastOrtho	TR19876-c0_g1_i1
o2465	TR11059-c3_g4_i2	TR36438-c0_g3_i1	TR19878-c0_g1_i1
o2466	TR41539-c0_g2_i1	TR27333-c0_g1_i1	TR1955-c0_g1_i1
o2467	TR31881-c0_g2_i1	TR30105-c0_g1_i1	TR19555-c0_g3_i1
o2468	TR44366-c0_g1_i1	TR13332-c1_g1_i1	TR33130-c0_g1_i1
o2469	TR33009-c1_g1_i1	TR14624-c1_g1_i3	TR6658-c0_g1_i2
o2470	TR29554-c0_g7_i1	Matched_to_other_by_FastOrtho	TR6661-c0_g2_i1
o2471	TR43350-c0_g3_i1	TR18091-c0_g2_i1	TR1941-c1_g1_i1
o2472	TR13241-c1_g6_i1	Matched_to_other_by_FastOrtho	TR19416-c0_g3_i1
o2473	TR13241-c1_g12_i1	TR31638-c0_g1_i1	TR19416-c0_g5_i1
o2474	TR3552-c1_g7_i4	TR4002-c2_g4_i1	TR19480-c0_g1_i2
o2475	TR3552-c2_g2_i1	TR4002-c0_g3_i1	TR19480-c1_g2_i1
o2476	Matched_to_other_by_FastOrtho	TR27960-c1_g1_i1	TR1950-c0_g4_i1
o2477	TR6082-c1_g1_i2	TR39033-c0_g3_i1	TR19506-c0_g2_i2
o2478	TR42433-c1_g5_i1	TR34452-c0_g1_i1	TR24902-c1_g1_i1
o2479	TR52913-c2_g3_i1	TR40983-c1_g3_i1	Matched_to_other_by_FastOrtho
o2480	TR25655-c0_g2_i2	TR40377-c1_g3_i1	TR16741-c0_g1_i1
o2481	TR3720-c1_g1_i1	TR37851-c3_g7_i1	TR24935-c0_g5_i1
o2482	TR31739-c4_g1_i1	TR50862-c1_g2_i1	TR167-c0_g1_i1
o2483	TR36643-c0_g1_i1	Matched_to_other_by_FastOrtho	TR16729-c0_g1_i1
o2484	TR33278-c1_g1_i1	TR49746-c1_g1_i1	TR16734-c1_g1_i1
o2485	TR52913-c2_g2_i1	TR40983-c1_g3_i2	Matched_to_other_by_FastOrtho
o2486	TR26804-c0_g2_i1	TR29622-c0_g1_i1	TR1666-c6_g2_i1
o2487	TR53659-c1_g1_i1	TR745-c0_g1_i1	Matched_to_other_by_FastOrtho
o2488	TR13129-c5_g9_i4	TR9812-c0_g3_i5	TR24938-c3_g1_i1
o2489	TR9899-c2_g1_i2	TR20280-c1_g11_i1	TR14914-c1_g5_i4
o2490	TR16645-c0_g2_i1	TR24761-c0_g1_i1	TR14919-c1_g1_i1
o2491	TR38781-c0_g4_i1	TR51219-c0_g4_i1	TR42763-c0_g1_i1
o2492	TR40904-c0_g1_i1	TR17519-c0_g3_i1	TR1488-c0_g6_i2
o2493	Matched_to_other_by_FastOrtho	TR15456-c0_g4_i1	TR14888-c1_g1_i1
o2494	TR41344-c3_g1_i7	TR1711-c1_g5_i2	TR14899-c1_g8_i2
o2495	Matched_to_other_by_FastOrtho	TR6304-c0_g4_i1	TR14905-c1_g1_i1
o2496	TR23930-c0_g2_i1	TR34568-c1_g5_i1	TR14860-c3_g1_i1
o2497	TR45981-c6_g3_i1	TR21519-c4_g2_i6	TR14872-c0_g2_i2
o2498	TR45981-c6_g2_i4	TR21519-c3_g1_i3	TR14872-c0_g3_i4
o2499	TR40904-c0_g7_i1	TR17519-c0_g1_i2	TR1488-c0_g3_i1
o2500	TR59519-c1_g7_i1	TR33114-c0_g1_i1	TR26955-c0_g1_i1
o2501	TR39202-c1_g1_i1	Matched_to_other_by_FastOrtho	TR26963-c0_g2_i1
o2502	TR33813-c0_g5_i1	Matched_to_other_by_FastOrtho	TR26965-c0_g1_i1
o2503	TR27390-c0_g7_i1	TR20341-c0_g1_i1	TR26860-c0_g2_i1
o2504	TR8807-c2_g1_i1	TR23-c1_g1_i1	TR24992-c3_g1_i2
o2505	TR7068-c0_g1_i1	TR8283-c0_g1_i1	TR26926-c0_g1_i1
o2506	TR60886-c1_g1_i1	TR19672-c0_g1_i1	TR26941-c0_g2_i1
o2507	TR55086-c5_g4_i3	TR31213-c0_g1_i1	TR33135-c0_g1_i1
o2508	TR23642-c0_g3_i1	TR3934-c0_g4_i2	TR25012-c1_g2_i1
o2509	TR56694-c0_g2_i1	TR24025-c0_g1_i1	TR26979-c0_g1_i1
o2510	TR32430-c0_g4_i2	TR48768-c1_g16_i1	TR2700-c0_g4_i2
o2511	TR37887-c0_g2_i1	Matched_to_other_by_FastOrtho	TR33153-c0_g1_i1
o2512	TR44933-c0_g2_i1	TR36317-c0_g2_i1	TR8826-c0_g1_i1
o2513	TR28240-c7_g12_i1	Matched_to_other_by_FastOrtho	TR4821-c4_g10_i2
o2514	TR28181-c0_g2_i1	TR34502-c0_g6_i3	TR4453-c0_g2_i2
o2515	TR19447-c0_g5_i2	TR3140-c0_g3_i3	TR27554-c0_g1_i4
o2516	TR19763-c0_g1_i1	TR39927-c0_g1_i1	TR22908-c0_g1_i1
o2517	TR53835-c0_g8_i2	TR4697-c0_g2_i1	Matched_to_other_by_FastOrtho
o2518	TR22813-c0_g3_i1	TR35182-c0_g1_i1	TR22906-c1_g1_i1
o2519	TR7495-c2_g5_i3	TR34504-c3_g3_i2	TR22866-c0_g9_i1
o2520	TR28713-c0_g3_i1	TR35727-c0_g1_i3	TR22904-c0_g2_i3
o2521	TR3661-c0_g1_i1	TR24032-c0_g3_i1	Matched_to_other_by_FastOrtho
o2522	TR7495-c2_g4_i1	Matched_to_other_by_FastOrtho	TR22866-c0_g13_i2
o2523	TR55590-c0_g1_i1	TR7365-c1_g1_i1	TR2581-c0_g1_i1
o2524	TR28529-c0_g2_i1	TR6587-c0_g1_i1	TR25816-c0_g2_i1
o2525	TR796-c0_g3_i1	TR39390-c0_g2_i1	TR36916-c0_g1_i1
o2526	TR34075-c1_g1_i3	TR49670-c0_g1_i1	TR22938-c0_g1_i2
o2527	TR50322-c1_g1_i1	TR16699-c0_g1_i1	TR22942-c0_g1_i1
o2528	TR29720-c3_g2_i1	TR13864-c1_g2_i1	TR36915-c1_g7_i1
o2529	TR23767-c0_g1_i1	TR32278-c0_g5_i1	Matched_to_other_by_FastOrtho
o2530	TR18006-c0_g1_i1	TR26878-c1_g1_i1	Matched_to_other_by_FastOrtho
o2531	TR42441-c0_g1_i1	TR46207-c0_g2_i1	Matched_to_other_by_FastOrtho
o2532	TR3477-c0_g1_i1	TR24606-c0_g1_i1	TR8214-c4_g1_i1
o2533	TR42281-c1_g2_i1	TR6790-c1_g5_i1	TR36883-c0_g3_i3
o2534	TR17321-c0_g1_i1	TR47962-c0_g3_i1	TR22414-c1_g1_i1
o2535	TR13285-c1_g1_i1	Matched_to_other_by_FastOrtho	TR22415-c0_g1_i3
o2536	TR26014-c1_g1_i1	Matched_to_other_by_FastOrtho	TR22427-c0_g1_i1
o2537	TR30567-c1_g5_i1	TR22175-c1_g1_i2	TR22429-c0_g8_i1
o2538	TR11082-c0_g1_i1	TR9844-c0_g1_i1	TR22318-c1_g1_i1
o2539	TR46892-c0_g1_i1	Matched_to_other_by_FastOrtho	TR2234-c0_g2_i1
o2540	TR52985-c0_g1_i1	TR46283-c0_g1_i2	TR22412-c0_g1_i1
o2541	TR28695-c1_g7_i1	TR36069-c0_g5_i2	TR34523-c0_g1_i1
o2542	TR29910-c0_g4_i1	TR23135-c1_g1_i1	TR22440-c0_g1_i1
o2543	TR41311-c0_g3_i1	TR19247-c0_g2_i2	TR38025-c0_g2_i1
o2544	TR46402-c3_g1_i1	TR34889-c0_g1_i1	TR3908-c2_g1_i1
o2545	TR46671-c2_g6_i3	TR29579-c0_g3_i2	TR6758-c0_g4_i2
