carb	flav	macro
TR57197-c0_g1_i6	TR36807-c0_g2_i1	TR36229-c0_g1_i1
TR14871-c0_g1_i1	TR13403-c1_g1_i1	TR36234-c0_g2_i1
TR24002-c0_g1_i1	TR14991-c0_g1_i1	TR36238-c1_g1_i1
TR23408-c0_g5_i1	TR40964-c0_g1_i1	TR36248-c0_g10_i1
TR51912-c0_g1_i1	TR5580-c0_g2_i2	TR36257-c0_g1_i1
TR33028-c0_g5_i1	TR26738-c0_g1_i1	TR36258-c0_g5_i1
TR55609-c4_g2_i2	TR21806-c0_g4_i1	TR36269-c1_g6_i1
TR34770-c1_g4_i1	TR7203-c1_g2_i1	NA
TR28705-c0_g5_i2	TR837-c4_g4_i1	TR36278-c2_g4_i1
TR31811-c1_g6_i2	TR10930-c0_g2_i1	TR36280-c1_g2_i3
TR21191-c0_g1_i1	TR12818-c1_g1_i2	TR36281-c0_g1_i1
TR9498-c2_g2_i1	TR22415-c0_g2_i1	TR36286-c0_g1_i1
TR7953-c0_g1_i1	TR48605-c0_g3_i1	TR36300-c0_g2_i1
TR22442-c0_g1_i1	TR42820-c0_g2_i1	TR36327-c0_g1_i1
TR20969-c0_g1_i1	TR15155-c0_g2_i1	TR36336-c3_g1_i1
TR52637-c0_g1_i1	TR25254-c0_g1_i2	TR36337-c0_g1_i1
TR53233-c0_g1_i3	TR15137-c0_g1_i2	TR36341-c0_g1_i1
TR27450-c2_g3_i1	TR50777-c3_g1_i1	TR36381-c0_g2_i2
TR14721-c0_g1_i1	TR18258-c0_g1_i2	TR36398-c0_g1_i1
TR41768-c2_g2_i1	TR15591-c0_g3_i1	TR3640-c3_g3_i3
TR10581-c1_g3_i1	TR25705-c0_g10_i1	TR36415-c0_g2_i1
TR53906-c1_g1_i3	TR50430-c1_g1_i1	TR3642-c1_g1_i1
TR13268-c1_g1_i1	TR5334-c0_g1_i1	TR36427-c0_g2_i1
TR56732-c0_g1_i2	TR7398-c0_g1_i1	TR36428-c0_g2_i1
TR56732-c0_g2_i1	TR7398-c0_g6_i1	TR36428-c0_g2_i2
TR12730-c2_g3_i1	TR44544-c0_g1_i2	TR36434-c0_g1_i1
NA	TR12445-c0_g1_i1	TR36435-c0_g2_i2
TR27796-c1_g5_i2	TR1648-c0_g1_i1	TR3645-c0_g2_i1
TR60470-c5_g2_i6	TR24947-c0_g2_i2	TR36461-c0_g1_i1
TR628-c0_g2_i1	TR39363-c0_g1_i1	TR36470-c2_g1_i1
TR59282-c1_g11_i1	TR3134-c1_g5_i1	TR36483-c0_g1_i1
TR47981-c0_g1_i1	TR28080-c0_g1_i1	TR36485-c1_g1_i1
TR50048-c0_g1_i1	TR14917-c0_g1_i1	TR36495-c1_g1_i1
TR30917-c0_g1_i1	TR26983-c0_g1_i1	TR3650-c0_g2_i1
TR37048-c0_g1_i1	TR48354-c0_g1_i1	TR36520-c0_g2_i1
TR6684-c1_g4_i1	TR4282-c1_g1_i3	TR36529-c0_g3_i1
TR45695-c0_g1_i1	TR27866-c0_g3_i1	TR36539-c0_g1_i1
TR39107-c0_g1_i1	TR31663-c0_g1_i1	TR3654-c0_g1_i1
TR2746-c0_g3_i1	TR43076-c0_g1_i1	NA
TR34927-c0_g1_i1	TR10248-c0_g1_i1	TR36547-c1_g1_i1
TR42704-c1_g2_i1	TR48137-c0_g4_i2	TR3655-c0_g10_i2
TR55768-c0_g1_i1	TR31134-c0_g3_i1	TR36555-c1_g10_i1
TR55768-c0_g3_i1	TR31134-c0_g1_i1	TR36555-c1_g2_i1
TR59251-c1_g1_i3	TR41518-c1_g2_i1	TR36574-c0_g1_i2
TR16659-c0_g2_i1	TR15021-c0_g1_i1	TR36591-c1_g3_i1
TR50987-c0_g1_i1	TR15023-c0_g1_i1	TR36637-c1_g1_i1
TR49711-c0_g16_i2	TR37437-c3_g2_i1	TR36637-c2_g11_i2
TR6357-c1_g6_i1	TR22359-c2_g2_i2	TR36639-c1_g2_i1
TR27605-c1_g1_i1	TR44504-c0_g1_i1	TR36639-c4_g4_i1
TR49307-c0_g1_i2	TR34261-c2_g17_i1	TR36644-c0_g1_i1
TR13676-c0_g1_i1	TR13919-c0_g2_i1	TR36667-c0_g3_i2
TR57995-c1_g1_i1	TR40500-c0_g2_i1	TR36668-c0_g1_i1
TR1049-c0_g1_i1	TR32387-c0_g4_i4	TR36672-c5_g1_i1
TR1049-c0_g4_i1	TR32387-c0_g3_i1	TR36672-c5_g3_i1
TR14053-c0_g2_i1	TR38521-c0_g3_i3	TR36683-c0_g1_i1
TR56096-c0_g1_i1	TR37171-c0_g1_i1	TR367-c0_g1_i1
TR1945-c1_g2_i2	TR24955-c0_g2_i1	TR36731-c0_g1_i1
TR6556-c0_g3_i1	TR25953-c0_g1_i2	TR36741-c0_g1_i1
TR15062-c2_g1_i4	TR49728-c1_g2_i4	TR36744-c0_g1_i1
TR39311-c0_g1_i1	TR41189-c0_g1_i1	TR36746-c0_g1_i1
TR28021-c1_g1_i4	TR6670-c2_g2_i1	TR36751-c0_g1_i2
TR13396-c0_g1_i1	TR44424-c0_g2_i1	TR36764-c0_g1_i1
TR44217-c0_g6_i1	TR46245-c0_g1_i1	TR36766-c1_g4_i1
TR1844-c1_g1_i1	TR37192-c0_g4_i1	TR3680-c0_g1_i2
TR29528-c1_g1_i1	TR5654-c0_g1_i1	TR36800-c0_g1_i2
TR50941-c1_g1_i1	TR14577-c0_g1_i1	TR36816-c0_g2_i1
TR16253-c1_g2_i1	TR33876-c1_g1_i2	TR36820-c0_g2_i1
TR16249-c1_g2_i1	TR50351-c0_g2_i4	TR36822-c1_g1_i1
TR41097-c3_g3_i1	TR29213-c1_g1_i1	TR36851-c0_g1_i1
TR41097-c4_g1_i1	TR29213-c1_g6_i1	TR36851-c0_g2_i1
TR37591-c0_g1_i1	TR10832-c0_g1_i1	TR36867-c1_g1_i1
TR6876-c0_g3_i1	TR41895-c0_g2_i1	TR36871-c0_g5_i1
TR43904-c1_g8_i1	TR13705-c1_g1_i1	TR36881-c0_g1_i2
TR43904-c1_g7_i1	TR13705-c1_g5_i2	TR36881-c0_g7_i1
TR42281-c1_g2_i1	TR6790-c1_g5_i1	TR36883-c0_g3_i3
TR18006-c0_g1_i1	TR26878-c1_g1_i1	TR36890-c0_g2_i1
TR29720-c3_g2_i1	TR13864-c1_g2_i1	TR36915-c1_g7_i1
TR796-c0_g3_i1	TR39390-c0_g2_i1	TR36916-c0_g1_i1
TR53314-c2_g2_i1	TR28731-c3_g1_i1	TR36932-c0_g3_i1
TR29700-c3_g7_i1	TR6733-c0_g2_i1	TR36939-c0_g7_i1
TR35302-c1_g4_i1	TR12267-c0_g1_i1	TR36943-c0_g4_i1
TR7510-c1_g1_i1	TR19258-c0_g1_i1	TR36946-c0_g1_i1
TR13872-c1_g2_i2	TR11423-c0_g1_i1	TR36955-c0_g2_i2
TR57825-c0_g1_i1	TR42252-c0_g2_i1	TR36957-c0_g1_i1
TR23511-c0_g2_i1	TR45556-c1_g9_i1	TR3696-c2_g12_i1
NA	TR33086-c0_g6_i1	TR36964-c0_g5_i1
TR42094-c2_g2_i1	TR8774-c0_g1_i1	TR36966-c0_g1_i1
TR25476-c0_g1_i1	TR33592-c0_g5_i1	TR36975-c2_g1_i5
TR49321-c0_g1_i2	TR28385-c0_g2_i1	TR36983-c0_g1_i1
TR49582-c1_g3_i4	TR38088-c0_g2_i1	TR36992-c0_g2_i1
TR19839-c1_g4_i2	TR10731-c0_g1_i1	TR36994-c1_g1_i1
TR44449-c0_g1_i1	TR45845-c0_g1_i1	TR37002-c0_g1_i2
TR24700-c1_g3_i1	TR45845-c1_g6_i1	TR37002-c0_g5_i1
TR43150-c0_g5_i1	TR50940-c1_g1_i1	TR37010-c1_g1_i1
TR43694-c0_g1_i1	TR38491-c0_g2_i1	TR37019-c3_g4_i1
TR16121-c1_g2_i1	TR20214-c0_g1_i2	TR37040-c0_g1_i1
TR58139-c0_g1_i1	TR49047-c1_g1_i1	TR37050-c0_g4_i1
TR7818-c0_g1_i1	TR5069-c1_g1_i1	TR37077-c1_g1_i2
TR44005-c0_g9_i1	TR5562-c0_g2_i1	TR37080-c0_g1_i2
TR44005-c0_g14_i1	TR21645-c0_g2_i1	TR37080-c0_g5_i1
TR57428-c4_g5_i1	TR35726-c9_g2_i1	TR37087-c0_g1_i1
TR10389-c0_g1_i1	TR19898-c0_g3_i1	TR37098-c0_g1_i1
TR25525-c4_g1_i1	TR14-c0_g2_i1	TR37102-c0_g4_i1
TR25525-c4_g3_i1	TR48625-c0_g1_i1	TR37102-c1_g1_i1
TR14216-c0_g7_i1	TR17118-c0_g5_i1	TR37106-c1_g2_i1
TR14216-c0_g1_i2	TR17118-c0_g12_i1	TR37106-c1_g4_i1
TR14216-c0_g2_i1	TR17118-c0_g4_i2	TR37106-c1_g5_i1
TR35415-c0_g1_i1	TR21413-c0_g2_i1	TR37120-c0_g1_i1
TR35415-c0_g2_i1	TR21413-c0_g3_i1	TR37120-c0_g2_i1
TR28398-c0_g1_i1	TR40119-c0_g1_i1	TR37127-c1_g1_i1
TR33212-c0_g2_i1	TR5564-c0_g1_i1	TR37140-c0_g1_i1
TR28050-c1_g11_i2	TR11057-c0_g1_i1	TR37148-c0_g2_i1
TR7285-c0_g2_i1	TR584-c0_g2_i1	TR37155-c0_g1_i1
TR37771-c0_g3_i1	TR16792-c0_g1_i1	TR37160-c1_g1_i1
TR19168-c0_g8_i1	TR34643-c0_g1_i1	TR37162-c2_g5_i1
TR19168-c0_g14_i1	TR34643-c0_g9_i1	TR37162-c2_g7_i1
TR56514-c1_g1_i1	TR17528-c1_g2_i1	TR37168-c0_g1_i1
TR49913-c2_g1_i2	TR1185-c0_g4_i3	TR37178-c0_g3_i1
TR55042-c0_g5_i1	TR2522-c0_g4_i2	TR37184-c0_g1_i1
TR48878-c1_g1_i2	TR40283-c0_g1_i1	TR37184-c0_g5_i2
TR35063-c1_g1_i1	TR24750-c0_g1_i1	TR37215-c1_g1_i1
TR8289-c2_g5_i1	TR30426-c0_g1_i1	TR37218-c0_g1_i1
TR19491-c0_g8_i1	TR38306-c0_g1_i1	TR37224-c0_g1_i1
TR14194-c2_g3_i2	TR11984-c0_g1_i2	TR37256-c9_g2_i2
TR42973-c0_g5_i1	TR39503-c0_g2_i1	TR37257-c3_g1_i2
TR42973-c0_g4_i1	TR39503-c1_g2_i1	TR37257-c3_g3_i1
TR35400-c0_g1_i1	TR40350-c3_g2_i1	TR37272-c1_g1_i1
TR35400-c0_g3_i1	TR40350-c3_g3_i1	TR37272-c1_g2_i1
TR55129-c0_g1_i2	TR10074-c0_g2_i2	TR3728-c0_g1_i1
TR55129-c0_g2_i2	TR10074-c0_g1_i2	TR3728-c0_g6_i1
TR43662-c1_g1_i2	TR15381-c0_g1_i1	TR37286-c0_g1_i1
TR35605-c1_g1_i1	TR1352-c0_g1_i1	TR37299-c2_g1_i1
TR18382-c0_g1_i1	TR3393-c0_g1_i1	TR37303-c0_g1_i1
TR29836-c0_g1_i1	TR1347-c1_g1_i2	TR37320-c2_g1_i1
TR39576-c0_g1_i1	TR14622-c0_g1_i1	TR37323-c0_g2_i1
TR20547-c0_g1_i1	TR33338-c0_g1_i1	TR37340-c0_g1_i1
TR37961-c0_g1_i1	TR21669-c0_g1_i1	TR37343-c0_g1_i1
TR24374-c0_g1_i1	TR630-c0_g6_i1	TR37348-c0_g1_i1
NA	TR42054-c0_g2_i3	TR37363-c0_g1_i2
TR32542-c0_g5_i1	TR43128-c0_g2_i1	TR37374-c2_g2_i1
TR38746-c1_g11_i1	TR41157-c0_g7_i1	TR37379-c0_g6_i1
TR21122-c1_g1_i1	TR44310-c0_g1_i1	TR37383-c0_g1_i2
TR56437-c0_g1_i1	TR23153-c0_g1_i1	TR37402-c0_g2_i1
TR6819-c4_g2_i1	TR47179-c0_g2_i2	TR37420-c0_g1_i3
NA	TR460-c1_g3_i1	TR3746-c0_g2_i1
TR22107-c0_g1_i1	TR42714-c5_g3_i1	TR37461-c0_g1_i1
TR23157-c6_g4_i1	TR31542-c0_g1_i2	TR37472-c0_g1_i1
TR3056-c0_g1_i2	TR29174-c0_g1_i1	TR37481-c0_g1_i1
TR43664-c2_g10_i1	TR982-c0_g1_i1	TR37500-c0_g1_i1
TR25462-c0_g2_i1	TR32093-c1_g1_i1	TR37512-c1_g1_i1
TR49677-c0_g1_i1	TR48736-c0_g1_i1	TR37518-c1_g1_i1
TR60417-c2_g2_i1	TR43576-c1_g3_i3	TR37530-c1_g1_i1
TR48727-c0_g1_i1	TR27828-c0_g2_i1	TR37576-c0_g6_i1
TR53800-c1_g1_i1	TR3547-c0_g6_i1	TR37585-c0_g3_i1
TR9806-c0_g9_i1	NA	TR37593-c1_g6_i1
TR9806-c0_g2_i1	TR12456-c0_g2_i1	TR37593-c1_g8_i1
TR16134-c0_g2_i1	TR36894-c0_g2_i1	TR37623-c0_g2_i1
TR57153-c0_g3_i2	TR38841-c0_g6_i1	TR37630-c0_g4_i1
TR21767-c0_g1_i1	TR16189-c0_g1_i1	TR37633-c1_g2_i1
TR53172-c1_g7_i1	TR12352-c0_g3_i2	TR37637-c0_g5_i1
TR60194-c1_g3_i1	TR28942-c4_g1_i2	TR37647-c2_g3_i1
TR29223-c0_g1_i1	TR30769-c0_g2_i2	TR37663-c7_g2_i1
TR59626-c0_g5_i3	TR12218-c0_g2_i2	TR37668-c0_g1_i5
TR17644-c3_g10_i1	TR5702-c0_g5_i1	TR37682-c2_g1_i1
TR17644-c3_g8_i1	TR5702-c0_g2_i1	TR37682-c2_g13_i1
TR17644-c3_g13_i1	TR5702-c0_g1_i2	TR37682-c2_g9_i1
TR30972-c0_g1_i2	TR32288-c0_g1_i1	TR37683-c0_g1_i1
TR1961-c0_g4_i1	TR38356-c0_g3_i1	TR37688-c0_g1_i1
TR44742-c0_g1_i1	TR25662-c1_g1_i1	TR37707-c1_g1_i1
TR31604-c0_g2_i1	TR26590-c0_g1_i1	TR37750-c0_g1_i1
TR43248-c0_g5_i1	TR34870-c0_g3_i1	TR37758-c8_g1_i1
TR7662-c0_g2_i1	TR23316-c0_g1_i1	TR37759-c0_g1_i2
TR21975-c1_g1_i1	TR2553-c0_g6_i1	TR37762-c0_g7_i1
TR1030-c1_g1_i2	TR5881-c0_g5_i1	TR37765-c0_g8_i1
TR39562-c0_g3_i2	TR39089-c0_g2_i1	TR37769-c3_g1_i1
TR39562-c0_g2_i1	TR39089-c0_g5_i4	TR37769-c3_g3_i1
TR47503-c1_g5_i5	TR6375-c1_g3_i3	TR3777-c11_g2_i1
TR52723-c0_g1_i1	TR2552-c0_g3_i2	TR37785-c0_g1_i1
NA	TR934-c0_g1_i1	TR37791-c0_g1_i1
TR44817-c1_g1_i1	NA	TR37792-c2_g5_i2
TR42925-c0_g1_i1	TR44263-c0_g1_i1	TR37801-c0_g2_i1
TR10076-c0_g1_i1	TR40148-c0_g1_i1	TR37803-c0_g4_i1
TR57095-c1_g1_i1	TR8932-c0_g1_i1	TR37848-c1_g5_i1
TR2255-c0_g4_i2	TR9914-c0_g2_i1	TR37856-c1_g1_i1
TR2255-c0_g5_i4	TR9914-c0_g5_i4	TR37856-c4_g1_i3
TR17507-c5_g9_i3	TR40026-c0_g2_i2	TR37860-c0_g1_i1
TR51319-c0_g5_i1	TR22655-c1_g1_i1	TR37860-c1_g1_i1
TR51319-c0_g2_i1	TR22655-c1_g3_i1	TR37860-c1_g3_i1
TR59139-c0_g5_i1	TR11691-c0_g3_i1	TR37864-c0_g2_i1
TR34078-c0_g1_i1	TR11227-c0_g1_i1	TR37882-c0_g1_i1
TR22612-c0_g4_i1	TR5194-c0_g2_i1	TR37885-c1_g4_i2
TR22612-c0_g3_i1	TR8388-c0_g1_i1	TR37885-c1_g4_i5
TR51314-c0_g6_i1	TR25427-c0_g7_i1	TR37888-c0_g8_i1
TR2307-c0_g2_i2	TR17720-c0_g1_i1	TR37897-c2_g3_i1
TR642-c1_g1_i1	TR15907-c0_g2_i1	TR37909-c0_g2_i1
TR54042-c0_g1_i1	TR7116-c0_g2_i1	TR37945-c1_g4_i1
TR16179-c0_g6_i5	TR39150-c0_g1_i1	TR37947-c0_g2_i2
TR20001-c0_g1_i2	TR25089-c0_g1_i1	TR37953-c0_g3_i1
TR15754-c1_g3_i2	TR19691-c0_g1_i1	TR37981-c0_g1_i1
NA	TR48444-c0_g1_i1	TR37985-c0_g1_i1
TR42908-c1_g1_i1	TR30147-c1_g1_i1	TR37999-c0_g1_i1
TR35185-c0_g1_i1	TR8934-c0_g3_i2	TR38000-c0_g2_i1
TR38083-c0_g3_i1	TR1155-c0_g1_i1	TR38008-c0_g1_i1
TR676-c0_g2_i1	TR43405-c1_g4_i4	TR38017-c0_g1_i1
TR41311-c0_g3_i1	TR19247-c0_g2_i2	TR38025-c0_g2_i1
TR41311-c0_g5_i1	TR19247-c0_g3_i1	TR38025-c0_g4_i1
TR5923-c1_g7_i1	TR30289-c0_g3_i4	TR38043-c0_g1_i1
TR31509-c1_g2_i1	TR8391-c0_g1_i1	TR38054-c0_g1_i2
TR35532-c1_g1_i1	TR34344-c1_g7_i6	TR38063-c0_g1_i1
TR40826-c0_g3_i1	TR27817-c0_g1_i3	TR38093-c0_g1_i1
TR55645-c7_g2_i2	TR42256-c0_g4_i2	NA
TR29790-c0_g1_i1	TR18268-c0_g2_i1	TR38113-c5_g1_i1
TR56316-c0_g2_i1	TR12280-c0_g1_i1	TR3812-c1_g2_i2
TR10552-c1_g1_i1	TR17258-c0_g2_i1	TR38125-c1_g2_i1
NA	TR25284-c0_g1_i1	TR38133-c0_g1_i1
TR32361-c0_g1_i1	TR25284-c1_g4_i1	TR38133-c0_g2_i1
TR32361-c0_g4_i1	TR25284-c1_g2_i1	TR38133-c0_g3_i1
TR2943-c0_g3_i1	TR1742-c0_g1_i1	TR3818-c0_g1_i1
TR26888-c0_g4_i1	TR15678-c0_g3_i2	TR38183-c0_g2_i1
TR35352-c1_g6_i3	TR40875-c2_g2_i1	TR38197-c0_g1_i1
TR40152-c1_g1_i1	TR49634-c1_g1_i1	TR38207-c0_g1_i1
TR60291-c0_g1_i1	TR21138-c2_g1_i1	TR38228-c0_g2_i1
TR32319-c0_g1_i1	TR25435-c0_g1_i1	TR38237-c1_g1_i1
TR10670-c0_g2_i1	TR26783-c0_g1_i1	TR38257-c1_g1_i1
TR51415-c0_g8_i1	TR2702-c0_g5_i1	TR38265-c0_g2_i1
TR1272-c0_g1_i1	TR30093-c0_g1_i1	TR38266-c1_g2_i2
TR30167-c7_g4_i3	TR7331-c0_g1_i1	TR38303-c0_g3_i1
TR14127-c1_g1_i1	TR48599-c0_g3_i1	TR38315-c0_g7_i1
TR35071-c0_g2_i1	TR16455-c0_g1_i1	TR38316-c0_g4_i1
TR20185-c0_g1_i1	TR42383-c0_g1_i1	TR38318-c0_g2_i2
TR49177-c1_g1_i1	TR17770-c0_g1_i1	TR38335-c0_g1_i1
TR29924-c0_g1_i1	TR39855-c0_g1_i1	TR38337-c1_g2_i1
TR59226-c0_g1_i1	TR13370-c0_g1_i1	TR38338-c0_g2_i1
TR36816-c1_g1_i2	TR40667-c1_g1_i1	TR38339-c0_g2_i1
TR10168-c0_g1_i1	TR22231-c0_g1_i1	TR3834-c0_g1_i1
TR55026-c7_g1_i1	TR5417-c1_g2_i1	TR38346-c0_g1_i1
TR28356-c3_g1_i2	TR35734-c0_g1_i1	TR38394-c2_g5_i1
TR704-c0_g1_i1	TR49940-c1_g1_i1	TR38409-c0_g4_i2
TR39588-c0_g1_i1	TR9907-c0_g2_i1	TR38414-c0_g1_i2
TR12445-c0_g2_i1	TR47818-c0_g1_i1	TR38438-c0_g1_i1
TR37996-c0_g2_i3	TR35421-c0_g2_i1	TR38444-c0_g3_i1
TR37996-c0_g2_i5	TR36797-c2_g2_i2	TR38444-c0_g4_i1
TR53335-c0_g1_i2	TR23442-c0_g1_i1	TR38451-c0_g1_i1
TR33612-c0_g2_i2	TR2103-c0_g2_i1	TR38451-c1_g2_i1
TR2513-c4_g6_i3	TR37615-c1_g2_i4	TR38475-c2_g2_i3
TR60380-c0_g1_i1	TR5585-c0_g5_i1	TR38482-c0_g1_i1
TR13886-c2_g15_i3	TR43362-c0_g1_i1	TR38495-c0_g2_i1
TR27896-c0_g5_i1	TR43829-c0_g1_i1	TR38508-c0_g3_i2
TR5808-c2_g1_i1	TR6876-c0_g1_i1	TR38516-c1_g1_i1
TR5808-c1_g1_i1	TR35409-c1_g2_i1	TR38516-c2_g1_i1
TR48010-c0_g1_i1	TR33781-c0_g2_i1	TR3852-c0_g1_i1
TR25869-c0_g1_i1	TR6865-c0_g2_i1	TR38526-c0_g1_i1
TR28732-c0_g2_i2	TR46489-c0_g3_i2	TR38536-c0_g1_i1
TR28732-c0_g4_i1	TR46489-c0_g2_i1	TR38536-c0_g4_i1
TR15267-c0_g1_i1	TR7101-c0_g1_i1	TR38538-c0_g3_i1
TR32479-c0_g12_i1	TR12365-c0_g1_i1	TR38543-c0_g2_i1
TR32479-c0_g19_i1	TR11835-c0_g5_i1	TR38543-c0_g4_i1
TR49897-c0_g3_i1	TR25921-c0_g1_i2	TR38549-c0_g1_i1
TR46118-c3_g1_i1	TR39799-c1_g1_i1	TR38564-c0_g2_i1
TR53509-c1_g2_i1	TR19579-c0_g8_i1	NA
TR53509-c1_g1_i2	TR19579-c0_g2_i1	NA
TR27645-c0_g1_i1	TR32926-c0_g1_i1	TR38581-c0_g4_i1
TR17630-c0_g2_i2	TR47382-c0_g2_i1	TR38624-c0_g2_i2
TR24993-c0_g6_i2	TR37466-c0_g2_i3	TR38624-c2_g3_i1
TR14748-c1_g7_i1	TR23137-c1_g1_i1	TR38635-c3_g8_i1
TR28687-c0_g1_i1	TR4280-c0_g1_i1	TR38638-c0_g3_i1
TR9487-c0_g1_i1	TR27977-c0_g1_i1	TR38649-c0_g1_i1
TR26119-c0_g1_i1	TR20605-c1_g1_i1	TR3865-c0_g2_i1
TR61576-c0_g1_i3	TR7252-c0_g1_i1	TR38662-c1_g9_i1
TR36081-c0_g1_i1	TR47836-c0_g2_i1	TR38664-c0_g1_i1
TR35557-c0_g1_i1	TR8806-c0_g1_i1	TR3869-c0_g2_i1
TR45277-c0_g5_i1	TR30108-c1_g2_i2	TR38724-c1_g1_i1
TR45277-c0_g3_i2	TR30108-c0_g2_i2	TR38724-c2_g1_i1
TR46107-c0_g2_i1	TR51166-c0_g1_i1	TR38749-c3_g2_i2
TR36443-c0_g3_i3	TR24775-c0_g1_i1	TR38753-c1_g6_i2
TR40211-c2_g1_i1	TR19738-c1_g6_i1	TR38775-c3_g2_i1
TR2151-c0_g1_i1	TR36180-c0_g2_i1	TR38781-c0_g1_i1
TR60369-c0_g2_i2	TR27993-c0_g1_i1	TR38795-c0_g1_i1
TR39670-c0_g2_i1	TR40895-c0_g1_i1	TR38805-c1_g1_i1
TR54144-c0_g1_i2	TR50069-c0_g1_i1	TR38807-c0_g1_i1
TR6056-c4_g1_i7	TR20550-c0_g2_i1	TR38813-c0_g1_i1
TR42405-c0_g1_i1	TR12065-c0_g3_i2	TR38822-c0_g1_i1
TR40102-c0_g2_i1	TR19714-c0_g1_i1	TR38836-c0_g1_i1
TR26826-c0_g1_i1	TR7876-c2_g1_i1	TR38851-c0_g1_i1
TR60441-c0_g2_i1	TR668-c1_g1_i1	TR38873-c0_g1_i1
TR26005-c1_g1_i1	TR31446-c0_g1_i1	TR38875-c0_g1_i1
TR6736-c0_g2_i1	TR46993-c0_g1_i1	TR38901-c0_g4_i1
TR52507-c2_g2_i1	TR39440-c1_g2_i2	TR38911-c1_g3_i1
TR36594-c0_g3_i2	TR29541-c0_g1_i1	TR38931-c1_g3_i1
TR55510-c0_g1_i1	TR17524-c0_g1_i3	TR38931-c1_g4_i1
TR28024-c0_g1_i1	TR23660-c0_g1_i1	TR38939-c0_g1_i1
TR55717-c0_g1_i1	TR17323-c0_g1_i1	TR3894-c0_g2_i1
TR55617-c0_g3_i1	TR9832-c0_g1_i1	TR38943-c1_g1_i2
TR43810-c0_g5_i1	TR48597-c0_g1_i3	TR38947-c0_g2_i2
TR3816-c0_g1_i1	TR10009-c0_g1_i2	TR38948-c0_g1_i1
TR9898-c0_g1_i1	TR28598-c0_g2_i1	TR38949-c0_g1_i1
TR30857-c0_g1_i1	TR45530-c1_g1_i2	TR38951-c0_g1_i1
TR34757-c0_g1_i1	TR16079-c0_g4_i1	TR38959-c0_g4_i2
TR26750-c2_g1_i1	TR33425-c0_g2_i1	TR38960-c0_g2_i1
TR33663-c0_g1_i3	NA	TR38993-c0_g5_i2
TR18950-c1_g1_i1	TR40611-c0_g1_i1	TR38997-c0_g1_i1
TR1649-c2_g1_i1	TR22932-c1_g1_i2	TR39-c2_g2_i1
TR1649-c1_g3_i2	TR22932-c2_g3_i1	TR39-c5_g1_i2
TR1649-c3_g1_i1	TR22932-c2_g1_i3	TR39-c5_g1_i3
TR36204-c0_g1_i1	TR8314-c0_g1_i1	TR39029-c1_g1_i1
TR14391-c1_g1_i2	TR1088-c0_g1_i1	TR39037-c0_g3_i1
TR58312-c0_g2_i1	TR8783-c0_g1_i1	TR39050-c0_g1_i2
TR33278-c0_g1_i1	TR49746-c1_g3_i3	TR39057-c0_g2_i1
TR46402-c3_g2_i1	TR17385-c0_g1_i1	TR3908-c0_g1_i2
TR46402-c3_g1_i1	TR34889-c0_g1_i1	TR3908-c2_g1_i1
TR50831-c0_g1_i1	TR11711-c0_g1_i1	TR39085-c0_g1_i1
TR20658-c0_g1_i1	TR37471-c0_g2_i1	TR39118-c1_g1_i1
TR50408-c0_g1_i1	TR13594-c1_g1_i1	TR39125-c1_g1_i1
TR20178-c1_g3_i1	TR3738-c0_g3_i1	TR3913-c2_g4_i2
TR26928-c0_g3_i1	TR5387-c0_g1_i1	TR39131-c0_g1_i1
TR19770-c2_g6_i1	TR51120-c1_g3_i1	TR39154-c3_g1_i1
TR34238-c0_g1_i1	TR23282-c0_g1_i1	NA
TR12597-c0_g7_i1	TR47111-c0_g5_i2	TR39168-c0_g3_i1
TR14537-c0_g1_i1	TR8000-c0_g3_i1	TR39169-c0_g1_i1
TR48453-c0_g1_i1	TR6398-c0_g1_i1	TR39176-c0_g1_i1
TR17309-c0_g1_i1	TR38888-c0_g1_i1	TR3918-c0_g1_i1
TR2513-c1_g1_i1	TR42679-c2_g2_i2	TR39194-c3_g1_i1
TR26789-c0_g1_i1	TR43700-c0_g2_i1	TR39233-c0_g1_i1
TR13319-c14_g3_i1	TR32327-c0_g1_i1	TR39253-c1_g2_i2
TR13611-c0_g2_i1	TR26559-c0_g3_i2	TR39261-c0_g2_i1
TR15808-c0_g1_i1	TR46713-c0_g1_i1	TR39267-c0_g1_i1
TR49769-c0_g1_i1	TR50970-c0_g1_i1	TR39279-c0_g1_i1
TR12521-c2_g1_i1	TR18910-c0_g1_i1	TR39292-c1_g1_i1
TR29104-c0_g5_i1	TR27104-c0_g5_i1	TR39293-c0_g3_i1
TR29483-c1_g1_i1	TR40583-c0_g3_i1	TR39296-c4_g4_i1
TR31347-c0_g1_i1	TR27897-c0_g1_i1	TR39297-c3_g1_i1
TR38329-c0_g1_i1	TR43369-c1_g1_i1	TR39330-c0_g1_i1
TR50385-c0_g1_i1	TR50622-c0_g1_i1	TR39341-c0_g1_i1
TR35023-c1_g2_i1	TR35691-c1_g1_i1	TR3935-c0_g2_i3
TR27650-c1_g12_i1	TR7802-c1_g1_i1	TR3935-c1_g4_i1
TR8780-c0_g1_i1	TR49071-c0_g2_i1	TR39358-c2_g2_i1
TR16760-c0_g2_i2	TR9930-c0_g2_i1	TR39375-c0_g1_i1
